"County","City","SOW","DSCI","Precipitation","SoilTemp10","SoilTemp20","SoilMoisture10","SoilMoisture20","SoilMoistureVol10","SoilMoistureVol20"
Kemper County,De Kalb,2024-07-02 00:00:00.000,25,0.71,63.86,63.86,3.17,7.66,0.2,0.19
Kemper County,De Kalb,2024-07-09 00:00:00.000,37,0.74,64.59,64.59,3.13,7.44,0.2,0.19
Kemper County,De Kalb,2024-07-16 00:00:00.000,100,6.02,65.31,65.31,3.04,7.26,0.19,0.18
Kemper County,De Kalb,2024-07-23 00:00:00.000,31,0.89,66.0,66.0,3.29,7.23,0.21,0.18
Kemper County,De Kalb,2024-07-30 00:00:00.000,28,0.0,66.66,66.66,3.37,7.16,0.21,0.18
Kemper County,De Kalb,2024-08-06 00:00:00.000,27,0.0,67.33,67.33,3.19,7.04,0.2,0.18
Kemper County,De Kalb,2024-08-13 00:00:00.000,32,0.04,67.91,67.91,3.03,6.83,0.19,0.17
Kemper County,De Kalb,2024-08-20 00:00:00.000,100,0.0,68.46,68.46,2.86,6.61,0.18,0.17
Kemper County,De Kalb,2024-08-27 00:00:00.000,200,0.18,69.01,69.01,2.79,6.43,0.18,0.16
Kemper County,De Kalb,2024-09-03 00:00:00.000,200,1.21,69.43,69.43,2.74,6.36,0.17,0.16
Kemper County,De Kalb,2024-09-10 00:00:00.000,208,4.44,69.87,69.87,3.27,6.4,0.21,0.16
Kemper County,De Kalb,2024-09-17 00:00:00.000,210,0.0,70.13,70.13,3.89,6.94,0.25,0.18
Kemper County,De Kalb,2024-09-24 00:00:00.000,210,3.64,70.29,70.29,3.77,7.21,0.24,0.18
Kemper County,De Kalb,2024-10-01 00:00:00.000,53,0.01,70.46,70.46,3.67,7.47,0.23,0.19
Kemper County,De Kalb,2024-10-08 00:00:00.000,47,0.0,70.6,70.6,3.49,7.63,0.22,0.19
Kemper County,De Kalb,2024-10-15 00:00:00.000,47,0.0,70.57,70.57,3.29,7.44,0.21,0.19
Kemper County,De Kalb,2024-10-22 00:00:00.000,47,0.0,70.41,70.41,3.2,7.33,0.2,0.19
Kemper County,De Kalb,2024-10-29 00:00:00.000,64,1.44,70.16,70.16,3.16,7.3,0.2,0.19
Kemper County,De Kalb,2024-11-05 00:00:00.000,71,0.04,70.03,70.03,3.19,7.44,0.2,0.19
Kemper County,De Kalb,2024-11-12 00:00:00.000,72,1.47,69.9,69.9,3.26,7.41,0.21,0.19
Kemper County,De Kalb,2024-11-19 00:00:00.000,23,2.24,69.7,69.7,3.57,7.44,0.23,0.19
Kemper County,De Kalb,2024-11-26 00:00:00.000,23,0.11,69.16,69.16,3.57,7.71,0.23,0.2
Kemper County,De Kalb,2024-12-03 00:00:00.000,23,0.62,68.43,68.43,3.59,8.01,0.23,0.2
Kemper County,De Kalb,2024-12-10 00:00:00.000,23,0.54,67.44,67.44,3.69,8.09,0.23,0.21
Kemper County,De Kalb,2024-12-17 00:00:00.000,24,0.09,66.41,66.41,3.66,8.2,0.23,0.21
Kemper County,De Kalb,2024-12-24 00:00:00.000,100,4.84,65.47,65.47,3.76,8.46,0.24,0.21
Kemper County,De Kalb,2024-12-31 00:00:00.000,43,0.92,64.59,64.59,3.97,8.77,0.25,0.22
Kemper County,De Kalb,2025-01-07 00:00:00.000,43,1.04,63.77,63.77,4.09,9.24,0.26,0.24
Kemper County,De Kalb,2025-01-14 00:00:00.000,43,0.64,62.73,62.73,4.11,9.66,0.26,0.24
Kemper County,De Kalb,2025-01-21 00:00:00.000,43,1.65,61.64,61.64,3.96,9.81,0.25,0.25
Kemper County,De Kalb,2025-01-28 00:00:00.000,34,0.39,60.41,60.41,4.17,10.17,0.26,0.26
Kemper County,De Kalb,2025-02-04 00:00:00.000,34,0.0,59.57,59.57,3.89,9.91,0.25,0.25
Kemper County,De Kalb,2025-02-11 00:00:00.000,34,3.64,59.11,59.11,4.33,10.24,0.27,0.26
Kemper County,De Kalb,2025-02-18 00:00:00.000,0,0.14,58.79,58.79,4.36,10.67,0.28,0.27
Kemper County,De Kalb,2025-02-25 00:00:00.000,19,0.0,58.23,58.23,4.2,10.76,0.27,0.27
Kemper County,De Kalb,2025-03-04 00:00:00.000,19,3.02,57.81,57.81,4.17,10.31,0.26,0.26
Kemper County,De Kalb,2025-03-11 00:00:00.000,2,1.84,57.5,57.5,4.34,10.4,0.28,0.26
Kemper County,De Kalb,2025-03-18 00:00:00.000,1,0.87,57.47,57.47,4.31,10.61,0.27,0.27
Lafayette County,Oxford,2023-05-30 00:00:00.000,0,0.41,58.96,58.96,3.8,9.6,0.24,0.24
Lafayette County,Oxford,2023-06-06 00:00:00.000,0,1.45,59.44,59.44,3.76,9.31,0.24,0.24
Lafayette County,Oxford,2023-06-13 00:00:00.000,0,3.46,60.01,60.01,3.86,9.11,0.25,0.23
Lafayette County,Oxford,2023-06-20 00:00:00.000,47,0.44,60.59,60.59,3.86,9.07,0.25,0.23
Lafayette County,Oxford,2023-06-27 00:00:00.000,47,0.22,61.24,61.24,3.66,8.84,0.23,0.22
Lafayette County,Oxford,2023-07-04 00:00:00.000,50,1.86,61.93,61.93,3.59,8.6,0.23,0.22
Lafayette County,Oxford,2023-07-11 00:00:00.000,52,1.25,62.7,62.7,3.64,8.4,0.23,0.21
Lafayette County,Oxford,2023-07-18 00:00:00.000,0,0.85,63.37,63.37,3.54,8.33,0.23,0.21
Lafayette County,Oxford,2023-07-25 00:00:00.000,0,0.06,64.1,64.1,3.36,8.09,0.21,0.2
Lafayette County,Oxford,2023-08-01 00:00:00.000,0,1.07,64.79,64.79,3.16,7.7,0.2,0.2
Lafayette County,Oxford,2023-08-08 00:00:00.000,3,2.39,65.44,65.44,3.11,7.5,0.2,0.19
Lafayette County,Oxford,2023-08-15 00:00:00.000,59,0.44,66.09,66.09,3.11,7.39,0.2,0.19
Lafayette County,Oxford,2023-08-22 00:00:00.000,59,0.16,66.71,66.71,2.99,7.19,0.19,0.18
Lafayette County,Oxford,2023-08-29 00:00:00.000,47,0.42,67.39,67.39,3.03,6.99,0.19,0.18
Lafayette County,Oxford,2023-09-05 00:00:00.000,47,0.43,67.94,67.94,2.97,6.89,0.19,0.17
Lafayette County,Oxford,2023-09-12 00:00:00.000,47,0.01,68.37,68.37,2.9,6.8,0.18,0.17
Lafayette County,Oxford,2023-09-19 00:00:00.000,128,0.52,68.69,68.69,2.8,6.7,0.18,0.17
Lafayette County,Oxford,2023-09-26 00:00:00.000,153,0.0,68.93,68.93,2.73,6.54,0.17,0.17
Lafayette County,Oxford,2023-10-03 00:00:00.000,219,0.25,69.19,69.19,2.66,6.44,0.17,0.16
Lafayette County,Oxford,2023-10-10 00:00:00.000,219,0.02,69.26,69.26,2.64,6.44,0.17,0.16
Lafayette County,Oxford,2023-10-17 00:00:00.000,311,0.0,69.24,69.24,2.63,6.46,0.17,0.16
Lafayette County,Oxford,2023-10-24 00:00:00.000,338,0.54,69.09,69.09,2.6,6.41,0.17,0.16
Lafayette County,Oxford,2023-10-31 00:00:00.000,400,0.0,68.89,68.89,2.63,6.44,0.17,0.16
Lafayette County,Oxford,2023-11-07 00:00:00.000,400,0.6,68.5,68.5,2.64,6.51,0.17,0.17
Lafayette County,Oxford,2023-11-14 00:00:00.000,422,1.23,68.07,68.07,2.67,6.6,0.17,0.17
Lafayette County,Oxford,2023-11-21 00:00:00.000,422,0.11,67.54,67.54,2.77,6.71,0.18,0.17
Lafayette County,Oxford,2023-11-28 00:00:00.000,474,0.9,66.76,66.76,2.93,6.86,0.19,0.17
Lafayette County,Oxford,2023-12-05 00:00:00.000,474,0.54,65.76,65.76,3.13,7.0,0.2,0.18
Lafayette County,Oxford,2023-12-12 00:00:00.000,500,0.02,64.69,64.69,3.27,7.2,0.21,0.18
Lafayette County,Oxford,2023-12-19 00:00:00.000,500,0.58,63.6,63.6,3.3,7.41,0.21,0.19
Lafayette County,Oxford,2023-12-26 00:00:00.000,500,0.0,62.56,62.56,3.4,7.61,0.22,0.19
Lafayette County,Oxford,2024-01-02 00:00:00.000,500,1.75,61.49,61.49,3.49,7.8,0.22,0.2
Lafayette County,Oxford,2024-01-09 00:00:00.000,500,1.92,60.23,60.23,4.1,8.21,0.26,0.21
Lafayette County,Oxford,2024-01-16 00:00:00.000,418,0.15,58.97,58.97,4.27,9.03,0.27,0.23
Lafayette County,Oxford,2024-01-23 00:00:00.000,418,3.58,58.04,58.04,4.57,9.81,0.29,0.25
Lafayette County,Oxford,2024-01-30 00:00:00.000,318,1.4,56.77,56.77,4.54,11.06,0.29,0.28
Lafayette County,Oxford,2024-02-06 00:00:00.000,317,2.56,55.87,55.87,4.73,11.49,0.3,0.29
Lafayette County,Oxford,2024-02-13 00:00:00.000,262,0.13,55.21,55.21,4.74,11.99,0.3,0.3
Lafayette County,Oxford,2024-02-20 00:00:00.000,260,0.22,55.06,55.06,4.39,11.51,0.28,0.29
Lafayette County,Oxford,2024-02-27 00:00:00.000,260,0.48,54.83,54.83,4.21,11.09,0.27,0.28
Lafayette County,Oxford,2024-03-05 00:00:00.000,260,0.43,54.77,54.77,4.16,10.81,0.26,0.27
Lafayette County,Oxford,2024-03-12 00:00:00.000,260,1.82,54.84,54.84,4.37,10.71,0.28,0.27
Lafayette County,Oxford,2024-03-19 00:00:00.000,220,1.8,55.16,55.16,4.4,11.1,0.28,0.28
Lafayette County,Oxford,2024-03-26 00:00:00.000,134,0.51,55.26,55.26,4.59,11.26,0.29,0.29
Lafayette County,Oxford,2024-04-02 00:00:00.000,134,0.82,55.37,55.37,4.27,11.06,0.27,0.28
Lafayette County,Oxford,2024-04-09 00:00:00.000,93,4.61,55.54,55.54,4.89,12.09,0.31,0.31
Lafayette County,Oxford,2024-04-16 00:00:00.000,25,0.21,56.29,56.29,4.49,11.71,0.28,0.3
Lafayette County,Oxford,2024-04-23 00:00:00.000,25,0.4,56.63,56.63,4.23,11.07,0.27,0.28
Lafayette County,Oxford,2024-04-30 00:00:00.000,25,2.42,56.96,56.96,4.11,10.59,0.26,0.27
Lafayette County,Oxford,2024-05-07 00:00:00.000,0,0.42,57.46,57.46,4.17,10.39,0.26,0.26
Lafayette County,Oxford,2024-05-14 00:00:00.000,0,1.79,58.03,58.03,4.01,10.09,0.25,0.26
Lafayette County,Oxford,2024-05-21 00:00:00.000,0,0.92,58.61,58.61,3.99,9.84,0.25,0.25
Lafayette County,Oxford,2024-05-28 00:00:00.000,0,1.84,59.23,59.23,4.03,9.73,0.26,0.25
Lafayette County,Oxford,2024-06-04 00:00:00.000,0,1.07,59.9,59.9,4.11,9.7,0.26,0.25
Lafayette County,Oxford,2024-06-11 00:00:00.000,89,0.07,60.54,60.54,3.86,9.37,0.25,0.24
Lafayette County,Oxford,2024-06-18 00:00:00.000,111,0.0,61.17,61.17,3.66,9.09,0.23,0.23
Lafayette County,Oxford,2024-06-25 00:00:00.000,147,1.26,61.83,61.83,3.49,8.7,0.22,0.22
Lafayette County,Oxford,2024-07-02 00:00:00.000,189,0.24,62.51,62.51,3.34,8.34,0.21,0.21
Lafayette County,Oxford,2024-07-09 00:00:00.000,189,0.28,63.27,63.27,3.23,8.03,0.2,0.2
Lafayette County,Oxford,2024-07-16 00:00:00.000,212,0.83,63.97,63.97,3.16,7.79,0.2,0.2
Lafayette County,Oxford,2024-07-23 00:00:00.000,237,2.42,64.66,64.66,3.33,7.79,0.21,0.2
Lafayette County,Oxford,2024-07-30 00:00:00.000,149,0.0,65.29,65.29,3.47,7.74,0.22,0.2
Lafayette County,Oxford,2024-08-06 00:00:00.000,149,0.0,65.87,65.87,3.29,7.56,0.21,0.19
Lafayette County,Oxford,2024-08-13 00:00:00.000,164,0.02,66.44,66.44,3.11,7.37,0.2,0.19
Lafayette County,Oxford,2024-08-20 00:00:00.000,212,0.0,66.97,66.97,2.99,7.16,0.19,0.18
Lafayette County,Oxford,2024-08-27 00:00:00.000,249,1.99,67.49,67.49,2.81,6.86,0.18,0.17
Lafayette County,Oxford,2024-09-03 00:00:00.000,245,0.02,67.87,67.87,2.8,6.76,0.18,0.17
Lafayette County,Oxford,2024-09-10 00:00:00.000,316,4.72,68.3,68.3,3.47,6.81,0.22,0.17
Lafayette County,Oxford,2024-09-17 00:00:00.000,229,0.42,68.56,68.56,4.16,7.76,0.26,0.2
Lafayette County,Oxford,2024-09-24 00:00:00.000,228,1.64,68.84,68.84,3.89,8.17,0.25,0.21
Lafayette County,Oxford,2024-10-01 00:00:00.000,146,1.58,69.0,69.0,3.76,8.36,0.24,0.21
Lafayette County,Oxford,2024-10-08 00:00:00.000,146,0.0,69.0,69.0,3.57,8.24,0.23,0.21
Lafayette County,Oxford,2024-10-15 00:00:00.000,146,0.0,69.0,69.0,3.43,8.16,0.22,0.21
Lafayette County,Oxford,2024-10-22 00:00:00.000,146,0.12,68.83,68.83,3.34,8.09,0.21,0.21
Lafayette County,Oxford,2024-10-29 00:00:00.000,189,0.64,68.54,68.54,3.3,8.03,0.21,0.2
Lafayette County,Oxford,2024-11-05 00:00:00.000,189,1.18,68.4,68.4,3.34,8.06,0.21,0.2
Lafayette County,Oxford,2024-11-12 00:00:00.000,187,1.43,68.31,68.31,3.66,8.16,0.23,0.21
Lafayette County,Oxford,2024-11-19 00:00:00.000,91,0.56,67.99,67.99,3.91,8.59,0.25,0.22
Lafayette County,Oxford,2024-11-26 00:00:00.000,91,0.18,67.44,67.44,3.81,8.77,0.24,0.22
Lafayette County,Oxford,2024-12-03 00:00:00.000,91,2.0,66.5,66.5,3.8,8.89,0.24,0.23
Lafayette County,Oxford,2024-12-10 00:00:00.000,91,2.06,65.31,65.31,4.13,9.21,0.26,0.23
Lafayette County,Oxford,2024-12-17 00:00:00.000,89,0.79,64.17,64.17,4.63,10.31,0.29,0.26
Lafayette County,Oxford,2024-12-24 00:00:00.000,89,2.16,63.13,63.13,4.53,10.89,0.29,0.28
Lafayette County,Oxford,2024-12-31 00:00:00.000,89,0.87,62.16,62.16,4.57,11.43,0.29,0.29
Lafayette County,Oxford,2025-01-07 00:00:00.000,89,0.89,61.17,61.17,4.33,10.99,0.27,0.28
Lafayette County,Oxford,2025-01-14 00:00:00.000,89,0.21,60.0,60.0,4.17,10.37,0.26,0.26
Lafayette County,Oxford,2025-01-21 00:00:00.000,89,0.44,59.56,59.56,3.69,9.57,0.23,0.24
Lafayette County,Oxford,2025-01-28 00:00:00.000,89,1.28,58.21,58.21,3.96,9.71,0.25,0.25
Lafayette County,Oxford,2025-02-04 00:00:00.000,49,0.19,56.99,56.99,4.07,9.9,0.26,0.25
Lafayette County,Oxford,2025-02-11 00:00:00.000,49,4.76,56.34,56.34,4.86,11.16,0.31,0.28
Lafayette County,Oxford,2025-02-18 00:00:00.000,0,0.1,57.24,57.24,4.27,10.29,0.27,0.26
Lafayette County,Oxford,2025-02-25 00:00:00.000,0,0.0,56.43,56.43,4.1,10.36,0.26,0.26
Lafayette County,Oxford,2025-03-04 00:00:00.000,0,1.08,56.23,56.23,4.03,10.09,0.26,0.26
Lafayette County,Oxford,2025-03-11 00:00:00.000,0,3.96,55.67,55.67,4.19,10.26,0.27,0.26
Lafayette County,Oxford,2025-03-18 00:00:00.000,0,0.42,55.51,55.51,4.37,10.67,0.28,0.27
Lamar County,Hattiesburg,2023-05-30 00:00:00.000,0,0.47,64.52,64.52,3.4,9.7,0.22,0.25
Lamar County,Hattiesburg,2023-06-06 00:00:00.000,0,0.53,64.81,64.81,3.21,9.49,0.2,0.24
Lamar County,Hattiesburg,2023-06-13 00:00:00.000,0,2.08,65.27,65.27,3.34,9.39,0.21,0.24
Lamar County,Hattiesburg,2023-06-20 00:00:00.000,0,0.52,65.77,65.77,3.49,9.44,0.22,0.24
Lamar County,Hattiesburg,2023-06-27 00:00:00.000,0,0.77,66.37,66.37,3.24,9.37,0.21,0.24
Lamar County,Hattiesburg,2023-07-04 00:00:00.000,1,2.82,66.99,66.99,3.27,9.29,0.21,0.24
Lamar County,Hattiesburg,2023-07-11 00:00:00.000,1,1.2,67.66,67.66,3.37,9.3,0.21,0.24
Lamar County,Hattiesburg,2023-07-18 00:00:00.000,1,0.08,68.26,68.26,3.29,9.27,0.21,0.24
Lamar County,Hattiesburg,2023-07-25 00:00:00.000,33,0.65,68.91,68.91,3.06,9.16,0.19,0.23
Lamar County,Hattiesburg,2023-08-01 00:00:00.000,34,0.0,69.51,69.51,2.74,8.94,0.17,0.23
Lamar County,Hattiesburg,2023-08-08 00:00:00.000,50,0.01,70.13,70.13,2.53,8.8,0.16,0.22
Lamar County,Hattiesburg,2023-08-15 00:00:00.000,138,0.0,70.74,70.74,2.36,8.66,0.15,0.22
Lamar County,Hattiesburg,2023-08-22 00:00:00.000,230,0.79,71.23,71.23,2.26,8.57,0.14,0.22
Lamar County,Hattiesburg,2023-08-29 00:00:00.000,324,0.09,71.77,71.77,2.14,8.46,0.14,0.21
Lamar County,Hattiesburg,2023-09-05 00:00:00.000,324,0.38,72.2,72.2,2.09,8.34,0.13,0.21
Lamar County,Hattiesburg,2023-09-12 00:00:00.000,398,0.0,72.56,72.56,2.04,8.29,0.13,0.21
Lamar County,Hattiesburg,2023-09-19 00:00:00.000,400,0.89,72.84,72.84,1.99,8.23,0.13,0.21
Lamar County,Hattiesburg,2023-09-26 00:00:00.000,400,0.0,73.0,73.0,1.97,8.17,0.13,0.21
Lamar County,Hattiesburg,2023-10-03 00:00:00.000,400,0.39,73.19,73.19,1.97,8.09,0.12,0.21
Lamar County,Hattiesburg,2023-10-10 00:00:00.000,484,1.5,73.3,73.3,2.2,8.11,0.14,0.21
Lamar County,Hattiesburg,2023-10-17 00:00:00.000,438,0.0,73.13,73.13,2.4,8.19,0.15,0.21
Lamar County,Hattiesburg,2023-10-24 00:00:00.000,438,0.0,72.84,72.84,2.37,8.17,0.15,0.21
Lamar County,Hattiesburg,2023-10-31 00:00:00.000,438,0.0,72.66,72.66,2.37,8.19,0.15,0.21
Lamar County,Hattiesburg,2023-11-07 00:00:00.000,493,0.21,72.23,72.23,2.34,8.23,0.15,0.21
Lamar County,Hattiesburg,2023-11-14 00:00:00.000,493,0.62,71.91,71.91,2.37,8.29,0.15,0.21
Lamar County,Hattiesburg,2023-11-21 00:00:00.000,493,1.73,71.34,71.34,2.6,8.34,0.16,0.21
Lamar County,Hattiesburg,2023-11-28 00:00:00.000,455,1.68,70.74,70.74,3.01,8.46,0.19,0.22
Lamar County,Hattiesburg,2023-12-05 00:00:00.000,359,0.98,69.96,69.96,3.51,8.83,0.22,0.22
Lamar County,Hattiesburg,2023-12-12 00:00:00.000,300,0.03,69.13,69.13,3.5,8.94,0.22,0.23
Lamar County,Hattiesburg,2023-12-19 00:00:00.000,300,1.02,68.24,68.24,3.46,9.06,0.22,0.23
Lamar County,Hattiesburg,2023-12-26 00:00:00.000,234,0.0,67.36,67.36,3.7,9.21,0.24,0.23
Lamar County,Hattiesburg,2024-01-02 00:00:00.000,207,2.18,66.43,66.43,3.79,9.36,0.24,0.24
Lamar County,Hattiesburg,2024-01-09 00:00:00.000,107,3.44,65.41,65.41,4.46,10.24,0.28,0.26
Lamar County,Hattiesburg,2024-01-16 00:00:00.000,107,0.14,65.11,65.11,4.33,10.87,0.27,0.28
Lamar County,Hattiesburg,2024-01-23 00:00:00.000,107,3.39,64.04,64.04,4.46,10.97,0.28,0.28
Lamar County,Hattiesburg,2024-01-30 00:00:00.000,8,1.24,62.97,62.97,4.47,11.17,0.28,0.28
Lamar County,Hattiesburg,2024-02-06 00:00:00.000,0,1.31,62.59,62.59,4.39,11.09,0.28,0.28
Lamar County,Hattiesburg,2024-02-13 00:00:00.000,0,0.02,62.07,62.07,4.4,11.07,0.28,0.28
Lamar County,Hattiesburg,2024-02-20 00:00:00.000,0,0.0,61.67,61.67,4.14,10.9,0.26,0.28
Lamar County,Hattiesburg,2024-02-27 00:00:00.000,75,3.12,61.2,61.2,4.06,10.64,0.26,0.27
Lamar County,Hattiesburg,2024-03-05 00:00:00.000,16,2.06,61.24,61.24,4.37,10.66,0.28,0.27
Lamar County,Hattiesburg,2024-03-12 00:00:00.000,0,1.52,61.19,61.19,4.41,11.1,0.28,0.28
Lamar County,Hattiesburg,2024-03-19 00:00:00.000,0,0.04,61.27,61.27,4.33,11.0,0.27,0.28
Lamar County,Hattiesburg,2024-03-26 00:00:00.000,0,0.92,61.13,61.13,4.29,10.86,0.27,0.28
Lamar County,Hattiesburg,2024-04-02 00:00:00.000,0,0.62,61.3,61.3,3.96,10.56,0.25,0.27
Lamar County,Hattiesburg,2024-04-09 00:00:00.000,0,1.45,61.41,61.41,3.91,10.36,0.25,0.26
Lamar County,Hattiesburg,2024-04-16 00:00:00.000,0,0.24,61.23,61.23,3.73,10.1,0.24,0.26
Lamar County,Hattiesburg,2024-04-23 00:00:00.000,0,0.66,61.49,61.49,3.51,9.89,0.22,0.25
Lamar County,Hattiesburg,2024-04-30 00:00:00.000,0,0.07,61.81,61.81,3.37,9.69,0.21,0.25
Lamar County,Hattiesburg,2024-05-07 00:00:00.000,0,2.74,62.16,62.16,3.3,9.54,0.21,0.24
Lamar County,Hattiesburg,2024-05-14 00:00:00.000,0,1.32,62.71,62.71,3.9,9.71,0.25,0.25
Lamar County,Hattiesburg,2024-05-21 00:00:00.000,0,0.01,63.2,63.2,3.64,9.7,0.23,0.25
Lamar County,Hattiesburg,2024-05-28 00:00:00.000,0,0.3,63.76,63.76,3.3,9.51,0.21,0.24
Lamar County,Hattiesburg,2024-06-04 00:00:00.000,0,0.72,64.31,64.31,3.27,9.39,0.21,0.24
Lamar County,Hattiesburg,2024-06-11 00:00:00.000,0,0.57,64.89,64.89,3.07,9.23,0.19,0.23
Lamar County,Hattiesburg,2024-06-18 00:00:00.000,0,0.0,65.47,65.47,2.89,9.04,0.18,0.23
Lamar County,Hattiesburg,2024-06-25 00:00:00.000,0,0.39,66.06,66.06,2.76,8.97,0.18,0.23
Lamar County,Hattiesburg,2024-07-02 00:00:00.000,2,0.82,66.67,66.67,2.67,8.84,0.17,0.22
Lamar County,Hattiesburg,2024-07-09 00:00:00.000,2,0.63,67.34,67.34,2.6,8.74,0.17,0.22
Lamar County,Hattiesburg,2024-07-16 00:00:00.000,2,2.02,67.99,67.99,2.61,8.67,0.17,0.22
Lamar County,Hattiesburg,2024-07-23 00:00:00.000,0,1.54,68.61,68.61,2.84,8.71,0.18,0.22
Lamar County,Hattiesburg,2024-07-30 00:00:00.000,0,0.01,69.24,69.24,3.1,8.9,0.2,0.23
Lamar County,Hattiesburg,2024-08-06 00:00:00.000,0,0.0,69.86,69.86,2.86,8.84,0.18,0.22
Lamar County,Hattiesburg,2024-08-13 00:00:00.000,0,1.34,70.43,70.43,2.64,8.74,0.17,0.22
Lamar County,Hattiesburg,2024-08-20 00:00:00.000,45,0.0,70.96,70.96,2.49,8.66,0.16,0.22
Lamar County,Hattiesburg,2024-08-27 00:00:00.000,100,0.79,71.43,71.43,2.41,8.57,0.15,0.22
Lamar County,Hattiesburg,2024-09-03 00:00:00.000,100,0.79,71.86,71.86,2.46,8.54,0.16,0.22
Lamar County,Hattiesburg,2024-09-10 00:00:00.000,100,2.04,72.16,72.16,3.16,8.7,0.2,0.22
Lamar County,Hattiesburg,2024-09-17 00:00:00.000,0,0.0,72.43,72.43,3.36,8.96,0.21,0.23
Lamar County,Hattiesburg,2024-09-24 00:00:00.000,0,0.02,72.63,72.63,3.1,8.93,0.2,0.23
Lamar County,Hattiesburg,2024-10-01 00:00:00.000,100,0.49,72.8,72.8,2.93,8.86,0.19,0.22
Lamar County,Hattiesburg,2024-10-08 00:00:00.000,100,0.0,72.84,72.84,2.76,8.79,0.18,0.22
Lamar County,Hattiesburg,2024-10-15 00:00:00.000,100,0.0,72.84,72.84,2.64,8.71,0.17,0.22
Lamar County,Hattiesburg,2024-10-22 00:00:00.000,100,0.0,72.74,72.74,2.51,8.64,0.16,0.22
Lamar County,Hattiesburg,2024-10-29 00:00:00.000,200,0.06,72.54,72.54,2.44,8.59,0.15,0.22
Lamar County,Hattiesburg,2024-11-05 00:00:00.000,200,0.18,72.36,72.36,2.44,8.57,0.15,0.22
Lamar County,Hattiesburg,2024-11-12 00:00:00.000,200,1.77,72.19,72.19,2.49,8.59,0.16,0.22
Lamar County,Hattiesburg,2024-11-19 00:00:00.000,100,1.18,72.06,72.06,3.19,8.86,0.2,0.23
Lamar County,Hattiesburg,2024-11-26 00:00:00.000,100,0.04,71.64,71.64,3.11,8.97,0.2,0.23
Lamar County,Hattiesburg,2024-12-03 00:00:00.000,100,1.54,71.03,71.03,3.06,8.94,0.2,0.23
Lamar County,Hattiesburg,2024-12-10 00:00:00.000,100,1.03,70.14,70.14,3.69,9.24,0.23,0.24
Lamar County,Hattiesburg,2024-12-17 00:00:00.000,100,0.0,69.17,69.17,3.74,9.59,0.24,0.24
Lamar County,Hattiesburg,2024-12-24 00:00:00.000,100,1.4,68.39,68.39,3.64,9.59,0.23,0.24
Lamar County,Hattiesburg,2024-12-31 00:00:00.000,100,0.75,67.6,67.6,3.83,9.67,0.24,0.25
Lamar County,Hattiesburg,2025-01-07 00:00:00.000,100,1.22,66.79,66.79,3.89,9.71,0.25,0.25
Lamar County,Hattiesburg,2025-01-14 00:00:00.000,87,0.04,65.77,65.77,4.11,10.0,0.26,0.25
Lamar County,Hattiesburg,2025-01-21 00:00:00.000,87,0.58,63.87,63.87,3.93,9.9,0.25,0.25
Lamar County,Hattiesburg,2025-01-28 00:00:00.000,87,0.17,62.61,62.61,3.99,10.07,0.25,0.26
Lamar County,Hattiesburg,2025-02-04 00:00:00.000,87,0.0,61.09,61.09,3.86,10.07,0.25,0.26
Lamar County,Hattiesburg,2025-02-11 00:00:00.000,100,3.26,61.13,61.13,3.89,9.94,0.25,0.25
Lamar County,Hattiesburg,2025-02-18 00:00:00.000,100,1.66,60.63,60.63,4.2,10.14,0.27,0.26
Lamar County,Hattiesburg,2025-02-25 00:00:00.000,52,0.0,60.84,60.84,4.27,10.44,0.27,0.26
Lamar County,Hattiesburg,2025-03-04 00:00:00.000,52,1.36,60.01,60.01,4.14,10.43,0.26,0.26
Lamar County,Hattiesburg,2025-03-11 00:00:00.000,52,0.14,59.99,59.99,3.99,10.34,0.25,0.26
Lamar County,Hattiesburg,2025-03-18 00:00:00.000,71,0.88,60.24,60.24,3.81,10.17,0.24,0.26
Lauderdale County,Meridian,2023-05-30 00:00:00.000,0,0.13,62.16,62.16,3.76,9.46,0.24,0.24
Lauderdale County,Meridian,2023-06-06 00:00:00.000,0,0.84,62.56,62.56,3.57,8.93,0.23,0.23
Lauderdale County,Meridian,2023-06-13 00:00:00.000,0,6.85,63.01,63.01,4.06,8.83,0.26,0.22
Lauderdale County,Meridian,2023-06-20 00:00:00.000,0,0.06,63.51,63.51,4.49,10.19,0.28,0.26
Lauderdale County,Meridian,2023-06-27 00:00:00.000,0,0.02,63.99,63.99,4.04,9.9,0.26,0.25
Lauderdale County,Meridian,2023-07-04 00:00:00.000,0,2.58,64.61,64.61,3.9,9.49,0.25,0.24
Lauderdale County,Meridian,2023-07-11 00:00:00.000,0,3.4,65.26,65.26,4.19,9.5,0.27,0.24
Lauderdale County,Meridian,2023-07-18 00:00:00.000,0,0.01,65.87,65.87,4.04,9.6,0.26,0.24
Lauderdale County,Meridian,2023-07-25 00:00:00.000,0,1.06,66.47,66.47,3.74,9.13,0.24,0.23
Lauderdale County,Meridian,2023-08-01 00:00:00.000,0,0.05,67.17,67.17,3.5,8.67,0.22,0.22
Lauderdale County,Meridian,2023-08-08 00:00:00.000,0,0.09,67.81,67.81,3.34,8.3,0.21,0.21
Lauderdale County,Meridian,2023-08-15 00:00:00.000,0,0.0,68.44,68.44,3.16,7.99,0.2,0.2
